x,y
22441.8106621041,-178.6562498051
22926.0109494426,-178.6847458149
23420.6582511415,-178.7126327828
23925.9779700182,-178.7399240205
24442.2003721392,-178.7666325303
24969.5606917484,-178.7927710139
25508.2992384592,-178.8183518799
26058.6615067602,-178.8433872519
26620.8982878831,-178.8678889758
27195.2657840837,-178.8918686271
27782.0257253898,-178.9153375176
28381.4454888671,-178.9383067027
28993.7982204583,-178.9607869875
29619.3629594517,-178.9827889332
30258.4247656351,-179.0043228632
30911.2748491924,-179.0253988693
31578.2107034037,-179.0460268171
32259.5362402082,-179.0662163519
32955.5619286920,-179.0859769037
33666.6049365639,-179.1053176931
34392.9892746835,-179.1242477355
35135.0459447075,-179.1427758470
35893.1130899226,-179.1609106485
36667.5361493311,-179.1786605706
37458.6680150625,-179.1960338582
38266.8691931804,-179.2130385748
39092.5079679594,-179.2296826069
39935.9605697065,-179.2459736680
40797.6113462031,-179.2619193028
41677.8529378458,-179.2775268911
42577.0864565670,-179.2928036513
43495.7216686142,-179.3077566449
44434.1771812748,-179.3223927794
45392.8806336283,-179.3367188119
46372.2688914145,-179.3507413532
47372.7882461062,-179.3644668703
48394.8946182771,-179.3779016901
49439.0537653576,-179.3910520028
50505.7414938729,-179.4039238644
51595.4438762601,-179.4165232003
52708.6574723640,-179.4288558078
53845.8895557110,-179.4409273593
55007.6583446661,-179.4527434050
56194.4932385760,-179.4643093755
57406.9350590084,-179.4756305846
58645.5362961952,-179.4867122320
59910.8613607939,-179.4975594054
61203.4868410800,-179.5081770837
62524.0017656894,-179.5185701387
63873.0078720292,-179.5287433379
65251.1198804794,-179.5387013465
66658.9657745114,-179.5484487300
68097.1870868500,-179.5579899560
69566.4391918093,-179.5673293968
71067.3916039367,-179.5764713310
72600.7282830992,-179.5854199459
74167.1479461534,-179.5941793394
75767.3643853396,-179.6027535218
77402.1067935452,-179.6111464180
79072.1200965862,-179.6193618690
80778.1652926578,-179.6274036341
82521.0197991094,-179.6352753923
84301.4778067008,-179.6429807444
86120.3506415024,-179.6505232144
87978.4671346036,-179.6579062514
89876.6739997970,-179.6651332310
91815.8362194130,-179.6722074570
93796.8374384784,-179.6791321630
95820.5803673789,-179.6859105137
97887.9871932092,-179.6925456067
100000.0000000000,-179.6990404737
